Year,ID,Test Code,County Code,County Name,District Code,District Name,School Code,School Name,DFG,Subgroup,Subgroup Type,Registered To Test,Not Tested,Valid Scores,Mean Scale Score,L1 Percent,L2 Percent,L3 Percent,L4 Percent,L5 Percent
2019,11840,MAT06,25,Monmouth,4990,Spring Lake Heights Boro,,District Total,,Total,All Students,*,*,43,754,0,14,20.9,60.5,4.7
2019,11867,MAT06,25,Monmouth,5185,Tinton Falls,,District Total,,Total,All Students,*,*,167,746,7.8,17.4,23.4,46.1,5.4
2019,11897,MAT06,25,Monmouth,5230,Union Beach,,District Total,,Total,All Students,*,*,58,746,6.9,17.2,27.6,44.8,3.4
2019,11927,MAT06,25,Monmouth,5310,Upper Freehold Regional,,District Total,,Total,All Students,*,*,135,750,10.4,8.1,23.7,45.9,11.9
2019,11956,MAT06,25,Monmouth,5420,Wall Twp,,District Total,,Total,All Students,*,*,235,753,2.1,11.5,28.9,49.4,8.1
2019,11985,MAT06,25,Monmouth,5640,West Long Branch Boro,,District Total,,Total,All Students,*,*,65,750,3.1,13.8,29.2,49.2,4.6
2019,12015,MAT06,27,Morris,0450,Boonton Town,,District Total,,Total,All Students,*,*,87,753,1.1,10.3,32.2,48.3,8
2019,12040,MAT06,27,Morris,0460,Boonton Twp,,District Total,,Total,All Students,*,*,48,754,2.1,10.4,18.8,62.5,6.3
2019,12064,MAT06,27,Morris,0630,Butler Boro,,District Total,,Total,All Students,*,*,91,750,2.2,15.4,35.2,37.4,9.9
2019,12093,MAT06,27,Morris,0785,Sch Dist Of The Chathams,,District Total,,Total,All Students,*,*,363,763,2.8,4.7,19,59.5,14
2019,12121,MAT06,27,Morris,0820,Chester Twp,,District Total,,Total,All Students,*,*,131,760,3.8,5.3,21.4,55,14.5
2019,12151,MAT06,27,Morris,1090,Denville Twp,,District Total,,Total,All Students,*,*,176,749,2.3,14.8,29,48.3,5.7
2019,12208,MAT06,27,Morris,1110,Dover Town,,District Total,,Total,All Students,*,*,256,743,5.1,20.7,32.8,37.1,4.3
2019,12237,MAT06,27,Morris,1190,East Hanover Twp,,District Total,,Total,All Students,*,*,85,744,8.2,16.5,30.6,37.6,7.1
2019,12267,MAT06,27,Morris,1530,Florham Park Boro,,District Total,,Total,All Students,*,*,91,756,1.1,19.8,20.9,40.7,17.6
2019,12297,MAT06,27,Morris,2000,Hanover Twp,,District Total,,Total,All Students,*,*,148,753,1.4,18.9,31.1,29.1,19.6
2019,12324,MAT06,27,Morris,2010,Harding Township,,District Total,,Total,All Students,*,*,29,766,0,0,27.6,62.1,10.3
2019,12352,MAT06,27,Morris,2380,Jefferson Twp,,District Total,,Total,All Students,*,*,225,741,9.8,16.9,32,36.9,4.4
2019,12383,MAT06,27,Morris,2460,Kinnelon Boro,,District Total,,Total,All Students,*,*,135,759,3.7,11.1,22.2,45.9,17
2019,12413,MAT06,27,Morris,2650,Lincoln Park Boro,,District Total,,Total,All Students,*,*,110,751,2.7,16.4,32.7,35.5,12.7
2019,12443,MAT06,27,Morris,2870,Madison Boro,,District Total,,Total,All Students,*,*,194,766,2.1,8.2,17.5,51.5,20.6
2019,12473,MAT06,27,Morris,3090,Mendham Boro,,District Total,,Total,All Students,*,*,61,770,0,4.9,11.5,65.6,18
2019,12500,MAT06,27,Morris,3100,Mendham Twp,,District Total,,Total,All Students,*,*,84,774,0,1.2,7.1,65.5,26.2
2019,12527,MAT06,27,Morris,3240,Mine Hill Twp,,District Total,,Total,All Students,*,*,39,747,5.1,7.7,28.2,59,0
2019,12558,MAT06,27,Morris,3340,Montville Twp,,District Total,,Total,All Students,*,*,292,762,3.8,10.3,19.5,47.3,19.2
2019,12588,MAT06,27,Morris,3380,Morris Plains Boro,,District Total,,Total,All Students,*,*,56,756,10.7,5.4,16.1,57.1,10.7
2019,12618,MAT06,27,Morris,3385,Morris School District,,District Total,,Total,All Students,*,*,381,748,7.3,18.1,23.9,37.3,13.4
2019,12648,MAT06,27,Morris,3410,Mount Arlington Boro,,District Total,,Total,All Students,*,*,42,743,2.4,31,23.8,35.7,7.1
2019,12677,MAT06,27,Morris,3450,Mount Olive Twp,,District Total,,Total,All Students,*,*,342,754,2.6,10.8,27.5,48.2,10.8
2019,12707,MAT06,27,Morris,3460,Mountain Lakes Boro,,District Total,,Total,All Students,*,*,90,770,1.1,4.4,11.1,57.8,25.6
2019,12736,MAT06,27,Morris,3520,Netcong Boro,,District Total,,Total,All Students,*,*,30,737,6.7,23.3,33.3,36.7,0
2019,12782,MAT06,27,Morris,3950,Parsippany-Troy Hills Twp,,District Total,,Total,All Students,*,*,525,763,2.3,7.4,22.5,48.2,19.6
2019,12812,MAT06,27,Morris,4000,Long Hill Twp,,District Total,,Total,All Students,*,*,82,752,2.4,14.6,28,46.3,8.5
2019,12841,MAT06,27,Morris,4080,Pequannock Twp,,District Total,,Total,All Students,*,*,155,753,3.2,11.6,25.2,52.9,7.1
2019,12871,MAT06,27,Morris,4330,Randolph Twp,,District Total,,Total,All Students,*,*,329,748,4.3,17.3,27.4,43.5,7.6
2019,12899,MAT06,27,Morris,4440,Riverdale Boro,,District Total,,Total,All Students,*,*,37,746,0,21.6,37.8,35.1,5.4
2019,12924,MAT06,27,Morris,4480,Rockaway Boro,,District Total,,Total,All Students,*,*,70,738,5.7,32.9,24.3,32.9,4.3
2019,12951,MAT06,27,Morris,4490,Rockaway Twp,,District Total,,Total,All Students,243,12,231,746,4.3,18.6,29,43.7,4.3
2019,12981,MAT06,27,Morris,4560,Roxbury Twp,,District Total,,Total,All Students,*,*,236,753,3.8,14,28,43.6,10.6
2019,13009,MAT06,27,Morris,5520,Washington Twp,,District Total,,Total,All Students,*,*,245,758,.8,8.6,26.5,52.2,11.8
2019,13037,MAT06,27,Morris,5770,Wharton Boro,,District Total,,Total,All Students,*,*,91,735,8.8,22,40.7,27.5,1.1
2019,13068,MAT06,29,Ocean,0185,Barnegat Twp,,District Total,,Total,All Students,*,*,249,733,13.3,28.9,26.9,26.9,4
2019,13094,MAT06,29,Ocean,0210,Bay Head Boro,,District Total,,Total,All Students,*,*,16,761,0,18.8,25,37.5,18.8
2019,13113,MAT06,29,Ocean,0230,Beach Haven Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,13138,MAT06,29,Ocean,0320,Berkeley Twp,,District Total,,Total,All Students,*,*,325,738,7.4,28,29.8,30.8,4
2019,13185,MAT06,29,Ocean,0530,Brick Twp,,District Total,,Total,All Students,600,11,589,745,7.5,15.3,30.9,40.7,5.6
2019,13213,MAT06,29,Ocean,1150,Eagleswood Twp,,District Total,,Total,All Students,*,*,21,737,14.3,19,23.8,33.3,9.5
2019,13234,MAT06,29,Ocean,2350,Island Heights Boro,,District Total,,Total,All Students,*,*,23,753,4.3,17.4,26.1,34.8,17.4
2019,13275,MAT06,29,Ocean,2360,Jackson Twp,,District Total,,Total,All Students,620,14,606,745,5.3,18.3,35.1,35,6.3
2019,13307,MAT06,29,Ocean,2480,Lacey Twp,,District Total,,Total,All Students,*,*,316,739,4.1,26.9,36.1,29.7,3.2
2019,13336,MAT06,29,Ocean,2500,Lakehurst Boro,,District Total,,Total,All Students,*,*,31,729,16.1,25.8,38.7,19.4,0
2019,13365,MAT06,29,Ocean,2520,Lakewood Twp,,District Total,,Total,All Students,*,*,467,725,12.6,42.4,28.1,15.8,1.1
2019,13388,MAT06,29,Ocean,2550,Lavallette Boro,,District Total,,Total,All Students,*,*,23,762,4.3,4.3,26.1,43.5,21.7
2019,13408,MAT06,29,Ocean,2690,Little Egg Harbor Twp,,District Total,,Total,All Students,*,*,194,733,11.3,27.8,32.5,27.3,1
2019,13429,MAT06,29,Ocean,2760,Long Beach Island,,District Total,,Total,All Students,*,*,25,733,4,36,28,32,0
2019,13453,MAT06,29,Ocean,2940,Manchester Twp,,District Total,,Total,All Students,*,*,209,740,8.1,25.8,28.2,32.5,5.3
2019,13482,MAT06,29,Ocean,3800,Ocean Gate Boro,,District Total,,Total,All Students,*,*,18,732,11.1,27.8,38.9,22.2,0
2019,13508,MAT06,29,Ocean,3820,Ocean Twp,,District Total,,Total,All Students,*,*,62,735,11.3,24.2,27.4,37.1,0
2019,13534,MAT06,29,Ocean,4190,Plumsted Twp,,District Total,,Total,All Students,*,*,101,736,6.9,28.7,32.7,30.7,1
2019,13563,MAT06,29,Ocean,4210,Point Pleasant Boro,,District Total,,Total,All Students,*,*,225,754,1.3,13.8,27.6,50.2,7.1
2019,13591,MAT06,29,Ocean,4220,Point Pleasant Beach Boro,,District Total,,Total,All Students,*,*,43,756,4.7,11.6,25.6,41.9,16.3
2019,13618,MAT06,29,Ocean,4710,Seaside Heights Boro,,District Total,,Total,All Students,*,*,25,728,4,52,24,20,0
2019,13647,MAT06,29,Ocean,5020,Stafford Twp,,District Total,,Total,All Students,352,14,338,747,4.7,16.9,26.6,45.3,6.5
2019,13708,MAT06,29,Ocean,5190,Toms River Regional,,District Total,,Total,All Students,1217,28,1189,736,9,28.3,30.7,27.8,4.1
2019,13737,MAT06,29,Ocean,5220,Tuckerton Boro,,District Total,,Total,All Students,*,*,36,747,0,16.7,44.4,38.9,0
2019,13764,MAT06,31,Passaic,0420,Bloomingdale Boro,,District Total,,Total,All Students,*,*,65,746,1.5,16.9,40,35.4,6.2
2019,13809,MAT06,31,Passaic,0900,Clifton City,,District Total,,Total,All Students,844,17,827,732,11.4,30.6,31.6,22.6,3.9
2019,13840,MAT06,31,Passaic,1920,Haledon Boro,,District Total,,Total,All Students,*,*,93,731,6.5,36.6,34.4,21.5,1.1
2019,13870,MAT06,31,Passaic,2100,Hawthorne Boro,,District Total,,Total,All Students,*,*,171,734,9.9,28.1,29.2,31.6,1.2
2019,13901,MAT06,31,Passaic,2700,Little Falls Twp,,District Total,,Total,All Students,*,*,106,757,1.9,7.5,32.1,49.1,9.4
2019,13927,MAT06,31,Passaic,3640,North Haledon Boro,,District Total,,Total,All Students,*,*,71,744,7,22.5,22.5,43.7,4.2
2019,14095,MAT06,31,Passaic,3970,Passaic City,,District Total,,Total,All Students,*,*,1085,722,18,37.1,28.9,15.3,.6
2019,14454,MAT06,31,Passaic,4010,Paterson City,,District Total,,Total,All Students,1966,11,1955,722,20.5,34.4,27.8,15.4,1.9
2019,14483,MAT06,31,Passaic,4230,Pompton Lakes Boro,,District Total,,Total,All Students,*,*,115,745,7,17.4,24.3,47,4.3
2019,14513,MAT06,31,Passaic,4270,Prospect Park Boro,,District Total,,Total,All Students,*,*,95,718,15.8,45.3,33.7,5.3,0
2019,14544,MAT06,31,Passaic,4400,Ringwood Boro,,District Total,,Total,All Students,*,*,113,758,3.5,8.8,22.1,51.3,14.2
2019,14574,MAT06,31,Passaic,5200,Totowa Boro,,District Total,,Total,All Students,*,*,117,733,6.8,33.3,34.2,23.9,1.7
2019,14616,MAT06,31,Passaic,5440,Wanaque Boro,,District Total,,Total,All Students,*,*,102,754,2,5.9,41.2,39.2,11.8
2019,14677,MAT06,31,Passaic,5570,Wayne Twp,,District Total,,Total,All Students,641,12,629,752,3.7,13.8,27.3,45,10.2
2019,14760,MAT06,31,Passaic,5650,West Milford Twp,,District Total,,Total,All Students,*,*,245,743,4.9,20.8,29.4,42,2.9
2019,14791,MAT06,31,Passaic,5690,Woodland Park,,District Total,,Total,All Students,*,*,124,735,8.1,25.8,41.1,21,4
2019,14818,MAT06,33,Salem,0060,Alloway Twp,,District Total,,Total,All Students,*,*,39,746,2.6,25.6,17.9,48.7,5.1
2019,14839,MAT06,33,Salem,1350,Elsinboro Twp,,District Total,,Total,All Students,*,*,10,756,0,20,10,50,20
2019,14857,MAT06,33,Salem,2800,Lower Alloways Creek,,District Total,,Total,All Students,*,*,19,754,0,5.3,36.8,57.9,0
2019,14876,MAT06,33,Salem,2950,Mannington Twp,,District Total,,Total,All Students,*,*,20,745,5,10,25,60,0
2019,14896,MAT06,33,Salem,3860,Oldmans Twp,,District Total,,Total,All Students,*,*,29,752,3.4,17.2,34.5,31,13.8
2019,14920,MAT06,33,Salem,4070,Penns Grv-Carneys Pt Reg,,District Total,,Total,All Students,*,*,164,717,25.6,36,28.7,9.1,.6
2019,14950,MAT06,33,Salem,4075,Pennsville,,District Total,,Total,All Students,*,*,145,740,7.6,26.9,23.4,37.2,4.8
2019,14977,MAT06,33,Salem,4150,Pittsgrove Twp,,District Total,,Total,All Students,*,*,117,744,6.8,14.5,33.3,41,4.3
2019,14999,MAT06,33,Salem,4280,Quinton Twp,,District Total,,Total,All Students,*,*,41,743,2.4,19.5,39,34.1,4.9
2019,15022,MAT06,33,Salem,4630,Salem City,,District Total,,Total,All Students,*,*,71,699,47.9,36.6,15.5,0,0
2019,15045,MAT06,33,Salem,5320,Upper Pittsgrove Twp,,District Total,,Total,All Students,*,*,36,752,2.8,13.9,27.8,47.2,8.3
2019,15071,MAT06,33,Salem,5910,Woodstown-Pilesgrove Reg,,District Total,,Total,All Students,*,*,86,742,3.5,22.1,33.7,38.4,2.3
2019,15098,MAT06,35,Somerset,0240,Bedminster Twp,,District Total,,Total,All Students,*,*,52,745,5.8,26.9,15.4,44.2,7.7
2019,15125,MAT06,35,Somerset,0350,Bernards Twp,,District Total,,Total,All Students,439,32,407,769,1.2,5.4,13.3,58.2,21.9
2019,15155,MAT06,35,Somerset,0490,Bound Brook Boro,,District Total,,Total,All Students,*,*,123,731,8.9,36.6,32.5,19.5,2.4
2019,15186,MAT06,35,Somerset,0510,Branchburg Twp,,District Total,,Total,All Students,*,*,166,757,1.2,12,22.3,50.6,13.9
2019,15235,MAT06,35,Somerset,0555,Bridgewater-Raritan Reg,,District Total,,Total,All Students,*,*,688,754,4.7,14.4,24.3,42.4,14.2
2019,15284,MAT06,35,Somerset,1610,Franklin Twp,,District Total,,Total,All Students,*,*,507,735,13,27.4,26.4,26.6,6.5
2019,15313,MAT06,35,Somerset,1810,Green Brook Twp,,District Total,,Total,All Students,*,*,96,753,4.2,15.6,24,43.8,12.5
2019,15341,MAT06,35,Somerset,2170,Hillsborough Twp,,District Total,,Total,All Students,591,12,579,762,3.3,9.3,18.5,49.6,19.3
2019,15372,MAT06,35,Somerset,3000,Manville Boro,,District Total,,Total,All Students,*,*,114,731,10.5,31.6,31.6,26.3,0
2019,15404,MAT06,35,Somerset,3320,Montgomery Twp,,District Total,,Total,All Students,*,*,336,769,1.2,7.4,14.9,50.3,26.2
2019,15435,MAT06,35,Somerset,3670,North Plainfield Boro,,District Total,,Total,All Students,*,*,277,727,15.9,28.9,32.9,19.9,2.5
2019,15464,MAT06,35,Somerset,4815,Somerset Hills Regional,,District Total,,Total,All Students,*,*,132,753,4.5,17.4,18.2,49.2,10.6
2019,15494,MAT06,35,Somerset,4820,Somerville Boro,,District Total,,Total,All Students,*,*,116,729,12.1,34.5,27.6,25.9,0
2019,15525,MAT06,35,Somerset,4850,South Bound Brook,,District Total,,Total,All Students,*,*,50,736,12,22,26,36,4
2019,15557,MAT06,35,Somerset,5470,Warren Twp,,District Total,,Total,All Students,*,*,182,762,3.3,9.3,23.1,41.8,22.5
2019,15588,MAT06,35,Somerset,5540,Watchung Boro,,District Total,,Total,All Students,*,*,86,756,1.2,15.1,26.7,43,14
2019,15613,MAT06,37,Sussex,0090,Andover Reg,,District Total,,Total,All Students,*,*,57,744,10.5,15.8,26.3,40.4,7
2019,15632,MAT06,37,Sussex,0640,Byram Twp,,District Total,,Total,All Students,*,*,77,748,2.6,16.9,31.2,42.9,6.5
2019,15652,MAT06,37,Sussex,1560,Frankford Twp,,District Total,,Total,All Students,*,*,56,748,0,25,26.8,46.4,1.8
2019,15674,MAT06,37,Sussex,1570,Franklin Boro,,District Total,,Total,All Students,*,*,35,731,11.4,31.4,42.9,11.4,2.9
2019,15694,MAT06,37,Sussex,1630,Fredon Twp,,District Total,,Total,All Students,*,*,34,757,5.9,2.9,26.5,50,14.7
2019,15719,MAT06,37,Sussex,1800,Green Twp,,District Total,,Total,All Students,*,*,54,758,0,9.3,25.9,50,14.8
2019,15746,MAT06,37,Sussex,1930,Hamburg Boro,,District Total,,Total,All Students,*,*,17,740,0,47.1,23.5,17.6,11.8
2019,15766,MAT06,37,Sussex,1980,Hampton Twp,,District Total,,Total,All Students,*,*,38,749,7.9,10.5,31.6,39.5,10.5
2019,15788,MAT06,37,Sussex,2030,Hardyston Twp,,District Total,,Total,All Students,*,*,75,742,2.7,21.3,37.3,34.7,4
2019,15815,MAT06,37,Sussex,2240,Hopatcong,,District Total,,Total,All Students,*,*,129,733,9.3,37.2,24.8,23.3,5.4
2019,15839,MAT06,37,Sussex,2490,Lafayette Twp,,District Total,,Total,All Students,*,*,21,739,4.8,23.8,47.6,19,4.8
2019,15859,MAT06,37,Sussex,3300,Montague Twp,,District Total,,Total,All Students,*,*,18,735,11.1,27.8,22.2,38.9,0
2019,15884,MAT06,37,Sussex,3590,Newton Town,,District Total,,Total,All Students,*,*,73,727,12.3,37,38.4,8.2,4.1
2019,15909,MAT06,37,Sussex,3840,Ogdensburg Boro,,District Total,,Total,All Students,*,*,28,736,14.3,17.9,32.1,35.7,0
2019,15930,MAT06,37,Sussex,4650,Sandyston-Walpack Twp,,District Total,,Total,All Students,*,*,28,747,3.6,10.7,32.1,50,3.6
2019,15955,MAT06,37,Sussex,4960,Sparta Twp,,District Total,,Total,All Students,*,*,241,752,2.1,10.4,29.9,50.6,7.1
2019,15982,MAT06,37,Sussex,5030,Stanhope Boro,,District Total,,Total,All Students,*,*,38,742,18.4,15.8,18.4,42.1,5.3
2019,16004,MAT06,37,Sussex,5040,Stillwater Twp,,District Total,,Total,All Students,*,*,45,766,0,0,26.7,60,13.3
2019,16025,MAT06,37,Sussex,5100,Sussex-Wantage Regional,,District Total,,Total,All Students,*,*,109,739,7.3,26.6,33.9,28.4,3.7
2019,16050,MAT06,37,Sussex,5360,Vernon Twp,,District Total,,Total,All Students,*,*,224,744,4.5,21.9,30.4,37.1,6.3
2019,16078,MAT06,39,Union,0310,Berkeley Heights Twp,,District Total,,Total,All Students,*,*,185,751,3.8,15.1,27,43.8,10.3
2019,16103,MAT06,39,Union,0850,Clark Twp,,District Total,,Total,All Students,*,*,176,749,3.4,17,29.5,42.6,7.4
2019,16143,MAT06,39,Union,0980,Cranford Twp,,District Total,,Total,All Students,*,*,282,759,.7,9.6,23.4,51.8,14.5
2019,16513,MAT06,39,Union,1320,Elizabeth City,,District Total,,Total,All Students,2109,13,2096,726,17.1,34.1,26.6,20.1,2.1
2019,16539,MAT06,39,Union,1710,Garwood Boro,,District Total,,Total,All Students,*,*,36,742,5.6,19.4,30.6,41.7,2.8
2019,16566,MAT06,39,Union,2190,Hillside Twp,,District Total,,Total,All Students,*,*,236,732,10.2,30.9,30.1,28,.8
2019,16598,MAT06,39,Union,2420,Kenilworth Boro,,District Total,,Total,All Students,*,*,93,740,7.5,22.6,29,38.7,2.2
2019,16644,MAT06,39,Union,2660,Linden City,,District Total,,Total,All Students,*,*,447,727,12.1,35.6,31.5,19.2,1.6
2019,16672,MAT06,39,Union,3470,Mountainside Boro,,District Total,,Total,All Students,*,*,68,753,4.4,11.8,25,45.6,13.2
2019,16710,MAT06,39,Union,3560,New Providence Boro,,District Total,,Total,All Students,*,*,196,769,1.5,5.6,15.3,52.6,25
2019,16766,MAT06,39,Union,4160,Plainfield City,,District Total,,Total,All Students,*,*,588,715,26,37.6,26,10.2,.2
2019,16839,MAT06,39,Union,4290,Rahway City,,District Total,,Total,All Students,*,*,316,728,15.2,30.1,28.8,24.4,1.6
2019,16871,MAT06,39,Union,4540,Roselle Boro,,District Total,,Total,All Students,*,*,225,715,27.6,37.8,20.9,13.3,.4
2019,16903,MAT06,39,Union,4550,Roselle Park Boro,,District Total,,Total,All Students,*,*,182,740,9.3,22.5,34.1,28.6,5.5
2019,16951,MAT06,39,Union,4670,Scotch Plains-Fanwood Reg,,District Total,,Total,All Students,*,*,440,757,2,11.6,24.1,50.9,11.4
2019,16984,MAT06,39,Union,5000,Springfield Twp,,District Total,,Total,All Students,*,*,184,747,4.3,17.9,32.1,37.5,8.2
2019,17015,MAT06,39,Union,5090,Summit City,,District Total,,Total,All Students,*,*,324,762,3.1,9,17.6,52.5,17.9
2019,17060,MAT06,39,Union,5290,Union Twp,,District Total,,Total,All Students,589,34,555,736,11.4,25.6,28.5,31.7,2.9
2019,17106,MAT06,39,Union,5730,Westfield Town,,District Total,,Total,All Students,*,*,526,765,1.5,6.1,16.2,58.9,17.3
2019,17130,MAT06,39,Union,5810,Winfield Twp,,District Total,,Total,All Students,*,*,10,729,0,50,30,20,0
2019,17154,MAT06,41,Warren,0030,Allamuchy Twp,,District Total,,Total,All Students,*,*,55,747,1.8,14.5,38.2,41.8,3.6
2019,17181,MAT06,41,Warren,0070,Alpha Boro,,District Total,,Total,All Students,*,*,27,734,11.1,29.6,29.6,22.2,7.4
2019,17204,MAT06,41,Warren,0280,Belvidere Town,,District Total,,Total,All Students,*,*,36,715,11.1,58.3,19.4,11.1,0
2019,17225,MAT06,41,Warren,0400,Blairstown Twp,,District Total,,Total,All Students,*,*,67,747,3,19.4,31.3,38.8,7.5
2019,17247,MAT06,41,Warren,1620,Franklin Twp,,District Total,,Total,All Students,*,*,30,752,3.3,13.3,36.7,36.7,10
2019,17268,MAT06,41,Warren,1670,Frelinghuysen Twp,,District Total,,Total,All Students,*,*,18,747,5.6,11.1,27.8,44.4,11.1
2019,17290,MAT06,41,Warren,1785,Great Meadows Regional,,District Total,,Total,All Students,*,*,67,749,3,16.4,31.3,41.8,7.5
2019,17314,MAT06,41,Warren,1840,Greenwich Twp,,District Total,,Total,All Students,*,*,79,755,1.3,10.1,31.6,43,13.9
2019,17340,MAT06,41,Warren,1870,Hackettstown,,District Total,,Total,All Students,*,*,92,737,7.6,20.7,35.9,35.9,0
2019,17364,MAT06,41,Warren,2040,Harmony Twp,,District Total,,Total,All Students,*,*,20,743,5,15,50,20,10
2019,17383,MAT06,41,Warren,2250,Hope Twp,,District Total,,Total,All Students,*,*,11,740,0,27.3,36.4,36.4,0
2019,17403,MAT06,41,Warren,2470,Knowlton Twp,,District Total,,Total,All Students,*,*,30,745,6.7,10,36.7,43.3,3.3
2019,17427,MAT06,41,Warren,2790,Lopatcong Twp,,District Total,,Total,All Students,*,*,84,739,6,29.8,25,36.9,2.4
2019,17455,MAT06,41,Warren,2970,Mansfield Twp,,District Total,,Total,All Students,*,*,102,737,5.9,23.5,42.2,25.5,2.9
2019,17480,MAT06,41,Warren,3890,Oxford Twp,,District Total,,Total,All Students,*,*,35,734,14.3,20,42.9,22.9,0
2019,17507,MAT06,41,Warren,4100,Phillipsburg Town,,District Total,,Total,All Students,*,*,220,729,13.2,35,28.6,20.5,2.7
2019,17534,MAT06,41,Warren,4200,Pohatcong Twp,,District Total,,Total,All Students,*,*,34,736,11.8,23.5,35.3,26.5,2.9
2019,17559,MAT06,41,Warren,5480,Washington Boro,,District Total,,Total,All Students,*,*,80,745,3.8,15,43.8,33.8,3.8
2019,17585,MAT06,41,Warren,5530,Washington Twp,,District Total,,Total,All Students,*,*,70,749,4.3,11.4,30,54.3,0
2019,17609,MAT06,41,Warren,5780,White Twp,,District Total,,Total,All Students,*,*,31,754,0,12.9,29,54.8,3.2
2019,17636,MAT06,80,Charters,6013,Bergen Arts And Sciences Charter School,,District Total,,Total,All Students,*,*,88,735,9.1,29.5,36.4,19.3,5.7
2019,17664,MAT06,80,Charters,6017,Foundation Academy Cs,,District Total,,Total,All Students,*,*,85,730,9.4,28.2,40,22.4,0
2019,17691,MAT06,80,Charters,6018,Central Jersey College Prep Charter School,,District Total,,Total,All Students,*,*,94,760,3.2,16,14.9,45.7,20.2
2019,17714,MAT06,80,Charters,6020,Pride Academy Charter School,,District Total,,Total,All Students,*,*,72,722,18.1,34.7,33.3,13.9,0
2019,17734,MAT06,80,Charters,6021,Community Charter School Of Paterso,,District Total,,Total,All Students,*,*,99,719,13.1,53.5,23.2,10.1,0
2019,17757,MAT06,80,Charters,6025,Paul Robeson Humanities  Charter School,,District Total,,Total,All Students,*,*,76,722,21.1,36.8,28.9,11.8,1.3
2019,17780,MAT06,80,Charters,6028,Vineland Public Charter School,,District Total,,Total,All Students,*,*,33,743,6.1,12.1,42.4,39.4,0
2019,17806,MAT06,80,Charters,6030,The Ethical Community Charter School,,District Total,,Total,All Students,*,*,42,736,4.8,33.3,28.6,28.6,4.8
2019,17835,MAT06,80,Charters,6036,Hola Hoboken Dual Lang Cs,,District Total,,Total,All Students,*,*,45,762,2.2,11.1,17.8,48.9,20
2019,17861,MAT06,80,Charters,6041,Hatikvah International Cs,,District Total,,Total,All Students,*,*,52,759,0,11.5,21.2,53.8,13.5
2019,17888,MAT06,80,Charters,6053,Great Oaks Legacy Charter School,,District Total,,Total,All Students,*,*,141,734,9.2,23.4,41.1,25.5,.7
2019,17915,MAT06,80,Charters,6060,Atlantic Community Charter School,,District Total,,Total,All Students,*,*,29,704,51.7,31,10.3,6.9,0
2019,17936,MAT06,80,Charters,6064,Dr Lena Edwards Academic Charter School,,District Total,,Total,All Students,*,*,44,724,15.9,36.4,34.1,13.6,0
2019,17956,MAT06,80,Charters,6068,M E T S Charter School,,District Total,,Total,All Students,*,*,31,723,16.1,48.4,16.1,16.1,3.2
2019,17978,MAT06,80,Charters,6069,Millville Public Charter School,,District Total,,Total,All Students,*,*,20,723,15,35,30,20,0
2019,17998,MAT06,80,Charters,6076,Benjamin Banneker Prep Cs,,District Total,,Total,All Students,*,*,41,729,7.3,46.3,26.8,17.1,2.4
2019,18019,MAT06,80,Charters,6079,John P Holland Charter School,,District Total,,Total,All Students,*,*,22,737,4.5,22.7,50,18.2,4.5
2019,18045,MAT06,80,Charters,6080,Passaic Arts And Science Charter School,,District Total,,Total,All Students,*,*,91,728,16.5,26.4,34.1,20.9,2.2
2019,18074,MAT06,80,Charters,6081,Thomas Edison Energysmart Charter School,,District Total,,Total,All Students,*,*,50,789,0,2,8,44,46
2019,18106,MAT06,80,Charters,6082,Beloved Community Charter School,,District Total,,Total,All Students,*,*,118,733,11,29.7,27.1,30.5,1.7
2019,18137,MAT06,80,Charters,6093,Jersey City Global Cs,,District Total,,Total,All Students,*,*,43,754,0,7,30.2,58.1,4.7
2019,18162,MAT06,80,Charters,6094,Phillip'S Academy Charter School,,District Total,,Total,All Students,*,*,43,744,0,30.2,25.6,37.2,7
2019,18187,MAT06,80,Charters,6096,Paterson Arts And Science Cs,,District Total,,Total,All Students,*,*,72,720,19.4,38.9,25,16.7,0
2019,18210,MAT06,80,Charters,6099,Link Community Charter School,,District Total,,Total,All Students,*,*,74,733,6.8,31.1,39.2,23,0
2019,18231,MAT06,80,Charters,6101,College Achieve Central Charter School,,District Total,,Total,All Students,*,*,103,719,25.2,37.9,25.2,8.7,2.9
2019,18256,MAT06,80,Charters,6104,International Academy Of Atlantic City Charter School,,District Total,,Total,All Students,*,*,48,731,6.3,37.5,29.2,27.1,0
2019,18283,MAT06,80,Charters,6105,Hudson Arts And Science  Charter School,,District Total,,Total,All Students,*,*,67,739,6,25.4,29.9,38.8,0
2019,18311,MAT06,80,Charters,6107,Camden’S Promise Charter School,,District Total,,Total,All Students,*,*,178,733,9,27,37.1,25.8,1.1
2019,18337,MAT06,80,Charters,6183,Trenton Stem-To-Civics Cs,,District Total,,Total,All Students,*,*,80,714,21.3,46.3,26.3,6.3,0
2019,18359,MAT06,80,Charters,6230,Classical Academy Charter School Of Clifton,,District Total,,Total,All Students,*,*,39,757,2.6,15.4,17.9,51.3,12.8
2019,18378,MAT06,80,Charters,6232,Environment Community Cs,,District Total,,Total,All Students,*,*,19,737,10.5,10.5,42.1,36.8,0
2019,18401,MAT06,80,Charters,6240,Freedom Prep Charter School,,District Total,,Total,All Students,*,*,63,714,20.6,42.9,33.3,3.2,0
