Year,ID,Test Code,County Code,County Name,District Code,District Name,School Code,School Name,DFG,Subgroup,Subgroup Type,Registered To Test,Not Tested,Valid Scores,Mean Scale Score,L1 Percent,L2 Percent,L3 Percent,L4 Percent,L5 Percent
2019,9,ALG01,01,Atlantic,0010,Absecon City,,District Total,,Total,All Students,*,*,20,772,0,10,5,80,5
2019,91,ALG01,01,Atlantic,0110,Atlantic City,,District Total,,Total,All Students,509,50,459,722,20.5,43.8,17.4,14.8,3.5
2019,124,ALG01,01,Atlantic,0120,Atlantic Co Vocational,,District Total,,Total,All Students,*,*,365,731,7.4,37.5,32.9,22.2,0
2019,151,ALG01,01,Atlantic,0570,Brigantine City,,District Total,,Total,All Students,*,*,20,759,0,5,25,70,0
2019,189,ALG01,01,Atlantic,0590,Buena Regional,,District Total,,Total,All Students,*,*,156,727,13.5,36.5,26.9,22.4,.6
2019,218,ALG01,01,Atlantic,1300,Egg Harbor City,,District Total,,Total,All Students,*,*,17,742,0,5.9,64.7,29.4,0
2019,277,ALG01,01,Atlantic,1310,Egg Harbor Twp,,District Total,,Total,All Students,575,12,563,747,7.1,22.7,19.9,46.5,3.7
2019,306,ALG01,01,Atlantic,1410,Estell Manor City,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,324,ALG01,01,Atlantic,1540,Folsom Boro,,District Total,,Total,All Students,*,*,18,753,0,5.6,33.3,61.1,0
2019,349,ALG01,01,Atlantic,1690,Galloway Twp,,District Total,,Total,All Students,*,*,84,787,0,0,4.8,82.1,13.1
2019,417,ALG01,01,Atlantic,1790,Greater Egg Harbor Reg,,District Total,,Total,All Students,*,*,665,729,11.6,34.1,33.4,20.8,.2
2019,453,ALG01,01,Atlantic,1940,Hamilton Twp,,District Total,,Total,All Students,*,*,78,779,0,1.3,7.7,78.2,12.8
2019,499,ALG01,01,Atlantic,1960,Hammonton Town,,District Total,,Total,All Students,355,12,343,739,10.5,28,24.5,34.4,2.6
2019,528,ALG01,01,Atlantic,2680,Linwood City,,District Total,,Total,All Students,*,*,47,793,0,0,4.3,59.6,36.2
2019,556,ALG01,01,Atlantic,2910,Mainland Regional,,District Total,,Total,All Students,*,*,190,736,8.4,27.9,30.5,33.2,0
2019,582,ALG01,01,Atlantic,3020,Margate City,,District Total,,Total,All Students,*,*,22,797,0,0,0,72.7,27.3
2019,601,ALG01,01,Atlantic,3480,Mullica Twp,,District Total,,Total,All Students,*,*,24,751,4.2,8.3,37.5,50,0
2019,622,ALG01,01,Atlantic,3720,Northfield City,,District Total,,Total,All Students,*,*,44,778,0,0,6.8,86.4,6.8
2019,662,ALG01,01,Atlantic,4180,Pleasantville City,,District Total,,Total,All Students,*,*,246,718,25.2,44.7,12.2,16.3,1.6
2019,695,ALG01,01,Atlantic,4800,Somers Point City,,District Total,,Total,All Students,*,*,24,761,0,16.7,12.5,66.7,4.2
2019,718,ALG01,01,Atlantic,5350,Ventnor City,,District Total,,Total,All Students,*,*,22,781,0,0,4.5,72.7,22.7
2019,743,ALG01,03,Bergen,0040,Allendale Boro,,District Total,,Total,All Students,*,*,82,811,0,0,0,48.8,51.2
2019,769,ALG01,03,Bergen,0080,Alpine Boro,,District Total,,Total,All Students,*,*,10,797,0,0,10,60,30
2019,803,ALG01,03,Bergen,0290,Bergen County Vocational,,District Total,,Total,All Students,*,*,87,759,3.4,9.2,29.9,54,3.4
2019,847,ALG01,03,Bergen,0300,Bergenfield Boro,,District Total,,Total,All Students,*,*,311,744,6.4,23.2,25.7,44.1,.6
2019,885,ALG01,03,Bergen,0440,Bogota Boro,,District Total,,Total,All Students,*,*,111,734,9.9,34.2,27.9,25.2,2.7
2019,915,ALG01,03,Bergen,0740,Carlstadt Boro,,District Total,,Total,All Students,*,*,19,768,0,0,26.3,68.4,5.3
2019,944,ALG01,03,Bergen,0745,Carlstadt-East Rutherford,,District Total,,Total,All Students,*,*,107,720,17.8,46.7,23.4,12.1,0
2019,992,ALG01,03,Bergen,0890,Cliffside Park Boro,,District Total,,Total,All Students,*,*,313,729,14.1,37.1,24.3,23.6,1
2019,1027,ALG01,03,Bergen,0930,Closter Boro,,District Total,,Total,All Students,*,*,43,825,0,0,0,20.9,79.1
2019,1077,ALG01,03,Bergen,0990,Cresskill Boro,,District Total,,Total,All Students,*,*,165,762,3.6,12.1,13.3,65.5,5.5
2019,1112,ALG01,03,Bergen,1070,Demarest Boro,,District Total,,Total,All Students,*,*,32,825,0,0,0,18.8,81.3
2019,1168,ALG01,03,Bergen,1130,Dumont Boro,,District Total,,Total,All Students,*,*,208,759,4.8,14.4,18.3,54.8,7.7
2019,1196,ALG01,03,Bergen,1230,East Rutherford Boro,,District Total,,Total,All Students,*,*,27,774,0,0,7.4,88.9,3.7
2019,1233,ALG01,03,Bergen,1345,Elmwood Park,,District Total,,Total,All Students,*,*,242,737,7.9,33.9,25.6,30.6,2.1
2019,1268,ALG01,03,Bergen,1360,Emerson Boro,,District Total,,Total,All Students,*,*,76,757,1.3,13.2,28.9,48.7,7.9
2019,1313,ALG01,03,Bergen,1370,Englewood City,,District Total,,Total,All Students,*,*,216,719,20.4,38.9,27.8,13,0
2019,1343,ALG01,03,Bergen,1380,Englewood Cliffs Boro,,District Total,,Total,All Students,*,*,47,779,4.3,8.5,10.6,51.1,25.5
2019,1406,ALG01,03,Bergen,1450,Fair Lawn Public Schools,,District Total,,Total,All Students,*,*,397,766,2,11.1,12.6,62.2,12.1
2019,1440,ALG01,03,Bergen,1470,Fairview Boro,,District Total,,Total,All Students,*,*,23,760,0,13,26.1,60.9,0
2019,1486,ALG01,03,Bergen,1550,Fort Lee Boro,,District Total,,Total,All Students,*,*,319,753,6,21,23.8,38.2,11
2019,1518,ALG01,03,Bergen,1580,Franklin Lakes Boro,,District Total,,Total,All Students,*,*,70,782,0,0,0,91.4,8.6
2019,1559,ALG01,03,Bergen,1700,Garfield City,,District Total,,Total,All Students,*,*,285,731,13,31.9,26,28.4,.7
2019,1610,ALG01,03,Bergen,1760,Glen Rock Boro,,District Total,,Total,All Students,*,*,217,757,3.2,14.7,24.9,50.7,6.5
2019,1662,ALG01,03,Bergen,1860,Hackensack City,,District Total,,Total,All Students,*,*,416,734,12.3,27.4,30.5,28.4,1.4
2019,1696,ALG01,03,Bergen,2050,Harrington Park Boro,,District Total,,Total,All Students,*,*,25,813,0,0,0,40,60
2019,1736,ALG01,03,Bergen,2080,Hasbrouck Heights Boro,,District Total,,Total,All Students,*,*,146,762,4.8,13.7,19.2,52.1,10.3
2019,1770,ALG01,03,Bergen,2090,Haworth Boro,,District Total,,Total,All Students,*,*,33,771,0,0,18.2,75.8,6.1
2019,1800,ALG01,03,Bergen,2180,Hillsdale Boro,,District Total,,Total,All Students,*,*,58,794,0,0,5.2,58.6,36.2
2019,1826,ALG01,03,Bergen,2200,Ho Ho Kus Boro,,District Total,,Total,All Students,*,*,31,797,0,0,0,77.4,22.6
2019,1873,ALG01,03,Bergen,2620,Leonia Boro,,District Total,,Total,All Students,*,*,234,758,5.6,17.1,18.8,48.3,10.3
2019,1902,ALG01,03,Bergen,2710,Little Ferry Boro,,District Total,,Total,All Students,*,*,32,791,0,0,3.1,68.8,28.1
2019,1942,ALG01,03,Bergen,2740,Lodi Borough,,District Total,,Total,All Students,*,*,261,741,11.5,26.1,23.4,35.2,3.8
2019,2018,ALG01,03,Bergen,2860,Lyndhurst Twp,,District Total,,Total,All Students,*,*,200,740,6.5,31,26,35,1.5
2019,2072,ALG01,03,Bergen,2900,Mahwah Twp,,District Total,,Total,All Students,*,*,247,764,2,14.6,15.8,61.1,6.5
2019,2102,ALG01,03,Bergen,3060,Maywood Boro,,District Total,,Total,All Students,*,*,25,810,0,0,0,36,64
2019,2128,ALG01,03,Bergen,3170,Midland Park Boro,,District Total,,Total,All Students,*,*,63,749,4.8,17.5,27,46,4.8
2019,2157,ALG01,03,Bergen,3330,Montvale Boro,,District Total,,Total,All Students,*,*,37,794,0,0,0,78.4,21.6
2019,2179,ALG01,03,Bergen,3350,Moonachie Boro,,District Total,,Total,All Students,*,*,17,759,0,11.8,17.6,58.8,11.8
2019,2218,ALG01,03,Bergen,3550,New Milford Boro,,District Total,,Total,All Students,*,*,193,746,9.3,20.2,21.2,46.1,3.1
2019,2268,ALG01,03,Bergen,3600,North Arlington Boro,,District Total,,Total,All Students,*,*,144,733,13.2,32.6,22.9,30.6,.7
2019,2303,ALG01,03,Bergen,3700,Northern Highlands Reg,,District Total,,Total,All Students,*,*,149,748,1.3,22.1,27.5,48.3,.7
2019,2352,ALG01,03,Bergen,3710,Northern Valley Regional,,District Total,,Total,All Students,*,*,304,759,1.6,13.8,16.4,63.8,4.3
2019,2381,ALG01,03,Bergen,3730,Northvale Boro,,District Total,,Total,All Students,*,*,21,816,0,0,0,23.8,76.2
2019,2409,ALG01,03,Bergen,3740,Norwood Boro,,District Total,,Total,All Students,*,*,25,816,0,0,0,32,68
2019,2439,ALG01,03,Bergen,3760,Oakland Boro,,District Total,,Total,All Students,*,*,40,796,0,0,0,70,30
2019,2466,ALG01,03,Bergen,3850,Old Tappan Boro,,District Total,,Total,All Students,*,*,35,809,0,0,0,57.1,42.9
2019,2497,ALG01,03,Bergen,3910,Palisades Park,,District Total,,Total,All Students,*,*,147,734,16.3,34.7,18.4,22.4,8.2
2019,2561,ALG01,03,Bergen,3930,Paramus Boro,,District Total,,Total,All Students,*,*,319,765,2.8,18.2,13.8,48,17.2
2019,2598,ALG01,03,Bergen,3940,Park Ridge Boro,,District Total,,Total,All Students,*,*,95,770,2.1,11.6,11.6,57.9,16.8
2019,2651,ALG01,03,Bergen,3960,Pascack Valley Regional,,District Total,,Total,All Students,*,*,321,748,3.1,18.7,27.1,50.2,.9
2019,2703,ALG01,03,Bergen,4300,Ramapo-Indian Hill Reg,,District Total,,Total,All Students,*,*,383,752,2.3,15.9,26.1,53.5,2.1
2019,2750,ALG01,03,Bergen,4310,Ramsey Boro,,District Total,,Total,All Students,*,*,299,765,3.3,14.4,18.1,51.5,12.7
2019,2797,ALG01,03,Bergen,4370,Ridgefield Boro,,District Total,,Total,All Students,*,*,113,744,7.1,30.1,21.2,31.9,9.7
2019,2834,ALG01,03,Bergen,4380,Ridgefield Park Twp,,District Total,,Total,All Students,*,*,237,732,10.5,33.3,31.2,24.5,.4
2019,2905,ALG01,03,Bergen,4390,Ridgewood Village,,District Total,,Total,All Students,573,24,549,764,1.1,7.1,21.9,61.4,8.6
2019,2958,ALG01,03,Bergen,4405,River Dell Regional,,District Total,,Total,All Students,*,*,283,773,2.1,11.3,14.5,48.1,24
2019,2994,ALG01,03,Bergen,4430,River Vale Twp,,District Total,,Total,All Students,*,*,65,805,0,0,0,53.8,46.2
2019,3025,ALG01,03,Bergen,4470,Rochelle Park Twp,,District Total,,Total,All Students,*,*,22,773,0,9.1,9.1,68.2,13.6
2019,3071,ALG01,03,Bergen,4600,Rutherford Boro,,District Total,,Total,All Students,*,*,220,753,2.3,21.4,23.2,46.8,6.4
2019,3106,ALG01,03,Bergen,4610,Saddle Brook Twp,,District Total,,Total,All Students,*,*,160,744,4.4,26.3,28.8,38.1,2.5
2019,3136,ALG01,03,Bergen,4870,South Hackensack Twp,,District Total,,Total,All Students,*,*,11,768,0,0,18.2,72.7,9.1
2019,3196,ALG01,03,Bergen,5150,Teaneck Twp,,District Total,,Total,All Students,*,*,299,745,11.7,22.4,21.7,36.1,8
2019,3250,ALG01,03,Bergen,5160,Tenafly Boro,,District Total,,Total,All Students,*,*,354,776,.8,6.2,14.4,59,19.5
2019,3282,ALG01,03,Bergen,5330,Upper Saddle River Boro,,District Total,,Total,All Students,*,*,76,813,0,0,0,34.2,65.8
2019,3322,ALG01,03,Bergen,5410,Waldwick Boro,,District Total,,Total,All Students,*,*,108,763,.9,12,25.9,45.4,15.7
2019,3357,ALG01,03,Bergen,5430,Wallington Boro,,District Total,,Total,All Students,*,*,87,734,10.3,40.2,17.2,31,1.1
2019,3392,ALG01,03,Bergen,5755,Westwood Regional,,District Total,,Total,All Students,*,*,185,750,4.3,21.1,26.5,44.3,3.8
2019,3428,ALG01,03,Bergen,5830,Wood-Ridge Boro,,District Total,,Total,All Students,*,*,102,733,19.6,28.4,17.6,31.4,2.9
2019,3455,ALG01,03,Bergen,5880,Woodcliff Lake Boro,,District Total,,Total,All Students,*,*,37,801,0,0,0,62.2,37.8
2019,3478,ALG01,03,Bergen,5920,Wyckoff Twp,,District Total,,Total,All Students,*,*,117,783,0,0,2.6,82.1,15.4
2019,3520,ALG01,05,Burlington,0475,Bordentown Regional,,District Total,,Total,All Students,*,*,150,739,8.7,35.3,18,34,4
2019,3556,ALG01,05,Burlington,0600,Burlington City,,District Total,,Total,All Students,*,*,128,720,18,46.1,19.5,16.4,0
2019,3588,ALG01,05,Burlington,0605,Burlington Co Spec Serv,,District Total,,Total,All Students,*,*,22,706,22.7,63.6,13.6,0,0
2019,3632,ALG01,05,Burlington,0610,Burlington Co Vocational,,District Total,,Total,All Students,*,*,435,734,8.5,32,34.5,24.8,.2
2019,3685,ALG01,05,Burlington,0620,Burlington Twp,,District Total,,Total,All Students,*,*,253,747,6.7,27.3,20.6,37.9,7.5
2019,3736,ALG01,05,Burlington,0840,Cinnaminson Twp,,District Total,,Total,All Students,*,*,190,749,6.3,22.1,18.4,50,3.2
2019,3763,ALG01,05,Burlington,1030,Delanco Twp,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,3803,ALG01,05,Burlington,1060,Delran Twp,,District Total,,Total,All Students,*,*,241,746,5.4,23.7,23.7,44.4,2.9
2019,3835,ALG01,05,Burlington,1280,Edgewater Park Twp,,District Total,,Total,All Students,*,*,15,772,0,6.7,6.7,66.7,20
2019,3874,ALG01,05,Burlington,1420,Evesham Twp,,District Total,,Total,All Students,*,*,114,788,0,0,1.8,79.8,18.4
2019,3917,ALG01,05,Burlington,1520,Florence Twp,,District Total,,Total,All Students,*,*,151,735,11.3,35.1,22.5,29.1,2
2019,3949,ALG01,05,Burlington,1910,Hainesport Twp,,District Total,,Total,All Students,*,*,28,790,0,0,0,75,25
2019,4032,ALG01,05,Burlington,2610,Lenape Regional,,District Total,,Total,All Students,1321,30,1291,738,7.7,25.9,31.8,34.5,.2
2019,4061,ALG01,05,Burlington,2850,Lumberton Twp,,District Total,,Total,All Students,*,*,43,785,0,2.3,0,81.4,16.3
2019,4090,ALG01,05,Burlington,3010,Maple Shade Twp,,District Total,,Total,All Students,*,*,173,729,12.1,33.5,32.9,21.4,0
2019,4116,ALG01,05,Burlington,3070,Medford Lakes Boro,,District Total,,Total,All Students,*,*,13,780,0,0,0,92.3,7.7
2019,4137,ALG01,05,Burlington,3080,Medford Twp,,District Total,,Total,All Students,*,*,105,777,0,0,7.6,87.6,4.8
2019,4180,ALG01,05,Burlington,3360,Moorestown Twp,,District Total,,Total,All Students,*,*,327,778,2.8,7.6,10.7,57.2,21.7
2019,4211,ALG01,05,Burlington,3430,Mount Holly Twp,,District Total,,Total,All Students,*,*,22,777,4.5,0,9.1,68.2,18.2
2019,4240,ALG01,05,Burlington,3440,Mount Laurel Twp,,District Total,,Total,All Students,*,*,199,787,0,1,6.5,70.9,21.6
2019,4290,ALG01,05,Burlington,3690,Northern Burlington Reg,,District Total,,Total,All Students,*,*,294,752,4.1,16,26.5,50.7,2.7
2019,4328,ALG01,05,Burlington,3920,Palmyra Boro,,District Total,,Total,All Students,*,*,96,729,14.6,38.5,24,22.9,0
2019,4376,ALG01,05,Burlington,4050,Pemberton Twp,,District Total,,Total,All Students,*,*,212,726,16,40.6,19.8,23.6,0
2019,4412,ALG01,05,Burlington,4320,Rancocas Valley Regional,,District Total,,Total,All Students,*,*,387,746,3.6,21.4,31,40.1,3.9
2019,4458,ALG01,05,Burlington,4450,Riverside Twp,,District Total,,Total,All Students,*,*,124,722,17.7,39.5,25,17.7,0
2019,4483,ALG01,05,Burlington,4460,Riverton,,District Total,,Total,All Students,*,*,13,782,0,0,0,92.3,7.7
2019,4499,ALG01,05,Burlington,4740,Shamong Twp,,District Total,,Total,All Students,*,*,15,808,0,0,0,46.7,53.3
2019,4518,ALG01,05,Burlington,4930,Southampton Twp,,District Total,,Total,All Students,*,*,20,794,0,0,0,65,35
2019,4541,ALG01,05,Burlington,5130,Tabernacle Twp,,District Total,,Total,All Students,*,*,39,749,0,15.4,43.6,41,0
2019,4565,ALG01,05,Burlington,5720,Westampton,,District Total,,Total,All Students,*,*,26,773,0,0,15.4,80.8,3.8
2019,4605,ALG01,05,Burlington,5805,Willingboro Twp,,District Total,,Total,All Students,*,*,181,717,19.3,45.9,22.7,12.2,0
2019,4633,ALG01,05,Burlington,5890,Woodland Twp,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,4660,ALG01,07,Camden,0150,Audubon Public School Disrict,,District Total,,Total,All Students,*,*,118,741,5.9,26.3,32.2,33.9,1.7
2019,4687,ALG01,07,Camden,0190,Barrington Boro,,District Total,,Total,All Students,*,*,23,784,0,0,13,69.6,17.4
2019,4705,ALG01,07,Camden,0260,Bellmawr Boro,,District Total,,Total,All Students,*,*,29,784,0,0,6.9,79.3,13.8
2019,4725,ALG01,07,Camden,0330,Berlin Boro,,District Total,,Total,All Students,*,*,44,788,0,0,4.5,75,20.5
2019,4746,ALG01,07,Camden,0340,Berlin Twp,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,4800,ALG01,07,Camden,0390,Black Horse Pike Regional,,District Total,,Total,All Students,*,*,498,736,6.8,29.1,32.7,31.3,0
2019,4828,ALG01,07,Camden,0580,Brooklawn Boro,,District Total,,Total,All Students,*,*,16,738,6.3,37.5,12.5,43.8,0
2019,4917,ALG01,07,Camden,0680,Camden City,,District Total,,Total,All Students,451,45,406,710,30,49.8,12.3,7.9,0
2019,4963,ALG01,07,Camden,0700,Camden County Vocational,,District Total,,Total,All Students,*,*,531,735,4.9,36,32.2,26.7,.2
2019,5066,ALG01,07,Camden,0800,Cherry Hill Twp,,District Total,,Total,All Students,1070,23,1047,751,4.4,22.4,23.3,44,5.8
2019,5097,ALG01,07,Camden,0880,Clementon Boro,,District Total,,Total,All Students,*,*,14,769,0,0,21.4,78.6,0
2019,5138,ALG01,07,Camden,0940,Collingswood Boro,,District Total,,Total,All Students,*,*,208,735,8.2,31.7,29.3,29.8,1
2019,5176,ALG01,07,Camden,1255,Eastern Camden County Reg,,District Total,,Total,All Students,333,15,318,740,8.5,25.5,23.9,42.1,0
2019,5202,ALG01,07,Camden,1720,Gibbsboro Boro,,District Total,,Total,All Students,*,*,12,766,0,0,16.7,83.3,0
2019,5236,ALG01,07,Camden,1770,Gloucester City,,District Total,,Total,All Students,*,*,137,739,8,26.3,30.7,35,0
2019,5297,ALG01,07,Camden,1780,Gloucester Twp,,District Total,,Total,All Students,*,*,166,781,0,.6,3.6,84.3,11.4
2019,5329,ALG01,07,Camden,1802,"Mastery Schools Of Camden, Inc.",,District Total,,Total,All Students,*,*,93,729,15.1,36.6,24.7,22.6,1.1
2019,5359,ALG01,07,Camden,1880,Haddon Heights Boro,,District Total,,Total,All Students,*,*,195,733,10.3,31.3,30.8,27.7,0
2019,5401,ALG01,07,Camden,1890,Haddon Twp,,District Total,,Total,All Students,*,*,151,746,6.6,24.5,24.5,39.7,4.6
2019,5449,ALG01,07,Camden,1900,Haddonfield Boro,,District Total,,Total,All Students,*,*,236,771,.8,6.4,12.7,69.5,10.6
2019,5500,ALG01,07,Camden,2670,Lindenwold Boro,,District Total,,Total,All Students,166,11,155,711,27.1,47.7,18.1,7.1,0
2019,5529,ALG01,07,Camden,2890,Magnolia Boro,,District Total,,Total,All Students,*,*,15,747,0,13.3,53.3,33.3,0
2019,5550,ALG01,07,Camden,3110,Merchantville Boro,,District Total,,Total,All Students,*,*,15,773,0,0,13.3,86.7,0
2019,5570,ALG01,07,Camden,3420,Mount Ephraim Boro,,District Total,,Total,All Students,*,*,16,766,0,12.5,0,81.3,6.3
2019,5616,ALG01,07,Camden,4060,Pennsauken Twp,,District Total,,Total,All Students,432,12,420,732,12.9,36.2,20.5,28.6,1.9
2019,5665,ALG01,07,Camden,4110,Pine Hill Boro,,District Total,,Total,All Students,*,*,167,727,10.8,41.9,25.1,21,1.2
2019,5697,ALG01,07,Camden,4590,Runnemede Boro,,District Total,,Total,All Students,*,*,23,769,0,4.3,4.3,87,4.3
2019,5720,ALG01,07,Camden,4790,Somerdale Boro,,District Total,,Total,All Students,*,*,12,784,0,0,0,100,0
2019,5744,ALG01,07,Camden,5035,Sterling High School Dist,,District Total,,Total,All Students,*,*,164,721,9.1,54.9,29.3,6.7,0
2019,5773,ALG01,07,Camden,5080,Stratford Boro,,District Total,,Total,All Students,*,*,29,768,0,0,6.9,93.1,0
2019,5802,ALG01,07,Camden,5400,Voorhees Twp,,District Total,,Total,All Students,*,*,114,788,.9,.9,1.8,77.2,19.3
2019,5847,ALG01,07,Camden,5820,Winslow Twp,,District Total,,Total,All Students,508,24,484,728,14.3,37,24.8,23.8,.2
2019,5881,ALG01,07,Camden,5900,Woodlynne Boro,,District Total,,Total,All Students,*,*,31,709,25.8,54.8,16.1,3.2,0
2019,5903,ALG01,09,Cape May,0170,Avalon Boro,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,5924,ALG01,09,Cape May,0720,Cape May Co Vocational,,District Total,,Total,All Students,*,*,55,726,10.9,38.2,32.7,18.2,0
2019,5946,ALG01,09,Cape May,1080,Dennis Twp,,District Total,,Total,All Students,*,*,14,770,0,0,14.3,85.7,0
2019,5980,ALG01,09,Cape May,2820,Lower Cape May Regional,,District Total,,Total,All Students,*,*,181,751,5,19.9,26.5,43.6,5
2019,6021,ALG01,09,Cape May,3130,Middle Twp,,District Total,,Total,All Students,*,*,226,731,12.4,32.7,28.8,23.9,2.2
2019,6048,ALG01,09,Cape May,3680,North Wildwood City,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,6083,ALG01,09,Cape May,3780,Ocean City,,District Total,,Total,All Students,*,*,242,746,5.8,20.2,27.7,43.8,2.5
2019,6109,ALG01,09,Cape May,5340,Upper Twp,,District Total,,Total,All Students,*,*,36,780,0,0,5.6,80.6,13.9
2019,6145,ALG01,09,Cape May,5790,Wildwood City,,District Total,,Total,All Students,*,*,78,738,7.7,34.6,19.2,37.2,1.3
2019,6172,ALG01,09,Cape May,5800,Wildwood Crest Boro,,District Total,,Total,All Students,*,*,13,746,0,15.4,38.5,46.2,0
2019,6208,ALG01,11,Cumberland,0540,Bridgeton City,,District Total,,Total,All Students,*,*,321,712,26.2,47.7,17.1,9,0
2019,6236,ALG01,11,Cumberland,0950,Commercial Twp,,District Total,,Total,All Students,*,*,18,748,0,5.6,50,44.4,0
2019,6259,ALG01,11,Cumberland,0995,Cumberland Co Vocational,,District Total,,Total,All Students,*,*,79,765,1.3,6.3,19,70.9,2.5
2019,6290,ALG01,11,Cumberland,0997,Cumberland Regional,,District Total,,Total,All Students,*,*,100,726,4,49,37,9,1
2019,6318,ALG01,11,Cumberland,1020,Deerfield Twp,,District Total,,Total,All Students,*,*,15,760,0,0,20,80,0
2019,6337,ALG01,11,Cumberland,1460,Fairfield Twp,,District Total,,Total,All Students,*,*,15,702,46.7,40,13.3,0,0
2019,6354,ALG01,11,Cumberland,1820,Greenwich Twp,,District Total,,Total,All Students,*,*,*,*,*,*,*,*,*
2019,6373,ALG01,11,Cumberland,2270,Hopewell Twp,,District Total,,Total,All Students,*,*,21,769,0,0,14.3,85.7,0
2019,6394,ALG01,11,Cumberland,2570,Lawrence Twp,,District Total,,Total,All Students,*,*,15,758,0,6.7,33.3,60,0
2019,6414,ALG01,11,Cumberland,3050,Maurice River Twp,,District Total,,Total,All Students,*,*,17,757,0,11.8,29.4,58.8,0
2019,6457,ALG01,11,Cumberland,3230,Millville City,,District Total,,Total,All Students,415,21,394,724,17.3,40.9,23.4,17.5,1
2019,6486,ALG01,11,Cumberland,5070,Stow Creek Twp,,District Total,,Total,All Students,*,*,10,784,0,0,0,100,0
2019,6505,ALG01,11,Cumberland,5300,Upper Deerfield Twp,,District Total,,Total,All Students,*,*,18,761,0,11.1,27.8,61.1,0
2019,6589,ALG01,11,Cumberland,5390,Vineland City,,District Total,,Total,All Students,829,20,809,723,17.4,41.2,21.1,19.7,.6
2019,6643,ALG01,13,Essex,0250,Belleville Town,,District Total,,Total,All Students,*,*,604,716,21.2,52.3,17.1,9.1,.3
2019,6697,ALG01,13,Essex,0410,Bloomfield Twp,,District Total,,Total,All Students,512,13,499,736,12.6,33.7,23.4,23.8,6.4
2019,6746,ALG01,13,Essex,0660,Caldwell-West Caldwell,,District Total,,Total,All Students,*,*,218,749,5,21.1,24.8,44.5,4.6
2019,6788,ALG01,13,Essex,0760,Cedar Grove Twp,,District Total,,Total,All Students,*,*,117,749,.9,17.9,36.8,41.9,2.6
2019,6861,ALG01,13,Essex,1210,East Orange,,District Total,,Total,All Students,626,50,576,715,25.7,45,18.6,10.6,.2
2019,6893,ALG01,13,Essex,1387,Essex Co Ed Serv Comm,,District Total,,Total,All Students,*,*,12,707,33.3,58.3,8.3,0,0
2019,6947,ALG01,13,Essex,1390,Essex Co Voc-Tech,,District Total,,Total,All Students,*,*,537,739,4.7,27.6,31.7,35.4,.7
2019,6985,ALG01,13,Essex,1750,Glen Ridge Boro,,District Total,,Total,All Students,*,*,137,777,2.2,5.8,8.8,65.7,17.5
2019,7047,ALG01,13,Essex,2330,Irvington Township,,District Total,,Total,All Students,531,31,500,708,30.8,47.2,15.4,6.4,.2
2019,7100,ALG01,13,Essex,2730,Livingston Twp,,District Total,,Total,All Students,*,*,474,776,.6,5.5,13.9,62,17.9
2019,7153,ALG01,13,Essex,3190,Millburn Twp,,District Total,,Total,All Students,*,*,353,781,1.4,4.5,10.5,57.8,25.8
2019,7238,ALG01,13,Essex,3310,Montclair Town,,District Total,,Total,All Students,684,36,648,746,8,26.4,20.4,39,6.2
2019,7503,ALG01,13,Essex,3570,Newark City,,District Total,,Total,All Students,2366,249,2117,722,21.4,41.3,16.5,19,1.7
2019,7557,ALG01,13,Essex,3750,Nutley Town,,District Total,,Total,All Students,*,*,308,747,4.9,22.1,29.2,41.9,1.9
2019,7606,ALG01,13,Essex,3880,City Of Orange Twp,,District Total,,Total,All Students,345,12,333,725,18.9,40.2,15.3,23.4,2.1
2019,7675,ALG01,13,Essex,4900,South Orange-Maplewood,,District Total,,Total,All Students,694,45,649,756,4.2,14.5,21.1,55.2,5.1
2019,7729,ALG01,13,Essex,5370,Verona Boro,,District Total,,Total,All Students,*,*,171,750,3.5,17,26.9,51.5,1.2
2019,7778,ALG01,13,Essex,5630,West Essex Regional,,District Total,,Total,All Students,*,*,286,766,2.1,9.8,17.8,57.7,12.6
2019,7847,ALG01,13,Essex,5680,West Orange Town,,District Total,,Total,All Students,639,32,607,738,11.9,27.5,22.4,37.4,.8
2019,7897,ALG01,15,Gloucester,0860,Clayton Boro,,District Total,,Total,All Students,*,*,122,722,17.2,45.9,19.7,17.2,0
2019,7943,ALG01,15,Gloucester,0870,Clearview Regional,,District Total,,Total,All Students,419,13,406,758,2,9.4,22.7,63.8,2.2
2019,7991,ALG01,15,Gloucester,1100,Deptford Twp,,District Total,,Total,All Students,*,*,202,753,6.4,16.3,23.3,47,6.9
2019,8025,ALG01,15,Gloucester,1715,Gateway Regional,,District Total,,Total,All Students,*,*,148,732,8.8,39.2,31.1,17.6,3.4
2019,8072,ALG01,15,Gloucester,1730,Glassboro,,District Total,,Total,All Students,*,*,146,733,8.2,39,19.9,32.2,.7
2019,8105,ALG01,15,Gloucester,1775,Gloucester Co Vocational,,District Total,,Total,All Students,*,*,122,737,5.7,34.4,26.2,32.8,.8
